code,Age,Sexe,indigène,problèmes de santé,le travail à la maison,préscolaire,Travail,interne / externe,Qualification de la mère, Qualification Du père,Profession de la mère,Profession du père,Divorcé,Mort,Revenu familial,aide aux devoirs,Specialté,Nombre de répitition,Score primaire,Score collégial,Score actuel,score en mathématiques,score en langue arabe,score en première langue,Public / Privé,Zone,Nombre d'enseignants,Electricité,Eau,pc,Livres,État civil,Origine,motivation,Style d'apprentissage,Satisfaction du cours,انقطع | مثعثر دراسيا|جيد|
103,15,F,oui,psychique,non,non,oui,interne,universitaire,universitaire,enseignante,médecin,non,oui,< 3000 MAD,oui,scientifique,3,3.36,15.0,13.48,6.93,14.46,9.57,Public,rural,9,oui,oui,oui,oui,marié,rural,oui,Normal,oui,انقطعت
104,12,F,oui,Non,oui,oui,oui,externe,non,secondaire,médecin,médecin,non,non,> 6000 MAD,non,scientifique,1,4.22,6.42,9.3,17.81,16.9,12.62,Privé,rural,1,oui,oui,oui,oui,marié,rural,non,Visuel,partiellement,انقطعت
105,13,M,non,Non,oui,oui,oui,interne,primaire,primaire,ménagère,ouvrier,non,oui,< 3000 MAD,oui,littéraire,2,7.09,5.6,10.59,7.0,11.47,5.59,Privé,urbain,5,oui,oui,oui,oui,célibataire,urbain,oui,Auditif,partiellement,جيد
106,11,F,oui,psychique,non,non,oui,interne,secondaire,primaire,autre,ouvrier,non,oui,> 6000 MAD,non,autre,0,8.0,8.37,12.88,15.97,11.28,16.71,Privé,rural,3,oui,oui,non,non,marié,rural,non,Kinesthésique,oui,مثعثر دراسيا
107,18,M,oui,psychique,oui,non,non,externe,primaire,secondaire,enseignante,ouvrier,non,non,> 6000 MAD,oui,scientifique,3,7.74,15.06,17.52,14.56,13.24,10.5,Privé,urbain,10,oui,oui,oui,non,célibataire,urbain,non,Visuel,non,جيد
108,7,M,non,physique,oui,non,non,interne,universitaire,primaire,médecin,ouvrier,oui,oui,> 6000 MAD,oui,scientifique,3,5.62,14.87,17.5,11.27,10.01,17.65,Public,rural,6,oui,oui,non,oui,marié,rural,oui,Kinesthésique,partiellement,انقطعت
109,18,M,non,psychique,oui,non,non,interne,non,primaire,ménagère,médecin,oui,oui,< 3000 MAD,oui,littéraire,0,7.19,6.13,5.68,11.57,11.52,17.39,Privé,urbain,10,oui,oui,non,oui,célibataire,urbain,non,Visuel,non,مثعثر دراسيا
110,8,M,oui,Non,non,non,oui,interne,universitaire,non,autre,ouvrier,non,non,3000-6000 MAD,non,scientifique,0,6.68,5.76,11.29,5.74,17.01,5.57,Public,rural,5,oui,oui,oui,oui,célibataire,rural,non,Kinesthésique,partiellement,مثعثر دراسيا
111,8,F,non,psychique,oui,oui,oui,externe,universitaire,non,enseignante,médecin,non,oui,3000-6000 MAD,non,scientifique,2,6.63,15.01,17.85,8.65,14.12,10.32,Public,rural,8,oui,oui,non,oui,célibataire,rural,non,Kinesthésique,partiellement,مثعثر دراسيا
112,17,F,oui,physique,oui,oui,oui,externe,non,non,autre,médecin,non,non,3000-6000 MAD,oui,scientifique,3,4.09,6.45,10.93,7.83,15.12,8.27,Public,urbain,6,oui,oui,oui,non,célibataire,urbain,non,Visuel,partiellement,انقطعت
113,17,M,oui,physique,oui,oui,non,externe,secondaire,non,ménagère,ouvrier,non,oui,< 3000 MAD,oui,scientifique,3,3.78,10.85,7.76,14.3,13.68,15.2,Public,urbain,2,oui,oui,non,non,marié,urbain,oui,Kinesthésique,non,مثعثر دراسيا
114,15,F,oui,physique,oui,oui,non,externe,universitaire,primaire,médecin,ouvrier,oui,non,> 6000 MAD,oui,autre,1,4.55,15.9,16.5,16.67,12.6,8.75,Privé,urbain,3,oui,oui,oui,non,marié,urbain,oui,Visuel,non,مثعثر دراسيا
115,11,M,non,psychique,non,oui,oui,interne,universitaire,non,enseignante,enseignant,non,non,> 6000 MAD,oui,scientifique,2,7.1,5.79,16.15,17.49,6.17,12.92,Privé,rural,4,oui,oui,non,non,marié,rural,oui,Auditif,oui,انقطعت
116,17,F,non,Non,non,non,non,interne,universitaire,universitaire,médecin,médecin,non,non,< 3000 MAD,non,littéraire,1,7.1,7.35,16.36,14.16,14.85,6.96,Public,urbain,4,oui,oui,oui,oui,marié,urbain,oui,Visuel,non,انقطعت
117,15,M,non,physique,non,non,oui,externe,universitaire,primaire,enseignante,médecin,oui,non,< 3000 MAD,oui,scientifique,0,7.44,12.07,9.96,8.83,5.04,15.59,Public,urbain,10,oui,oui,oui,oui,célibataire,urbain,oui,Visuel,partiellement,جيد
118,18,M,oui,psychique,oui,non,oui,interne,universitaire,non,enseignante,enseignant,oui,non,3000-6000 MAD,oui,littéraire,1,4.52,18.0,10.87,5.55,12.86,11.92,Privé,rural,2,oui,oui,non,non,célibataire,rural,oui,Visuel,oui,مثعثر دراسيا
119,14,M,non,psychique,oui,non,non,interne,non,secondaire,autre,enseignant,non,oui,< 3000 MAD,oui,littéraire,3,7.03,17.58,10.32,16.33,15.89,6.95,Privé,rural,6,oui,oui,non,non,célibataire,rural,non,Visuel,oui,انقطعت
120,9,M,non,physique,non,oui,oui,externe,universitaire,primaire,médecin,enseignant,oui,non,< 3000 MAD,oui,littéraire,2,5.57,12.26,5.89,17.39,8.07,5.89,Public,rural,5,oui,oui,oui,non,célibataire,rural,non,Kinesthésique,non,انقطعت
121,13,F,oui,physique,oui,non,non,externe,universitaire,primaire,autre,autre,non,non,< 3000 MAD,oui,littéraire,1,5.01,5.98,8.69,8.83,17.4,11.25,Privé,urbain,6,oui,oui,oui,non,célibataire,urbain,non,Kinesthésique,partiellement,جيد
122,12,F,non,physique,non,non,oui,interne,universitaire,non,ménagère,enseignant,oui,non,< 3000 MAD,oui,littéraire,0,4.15,10.6,6.95,8.79,17.69,9.87,Privé,urbain,10,oui,oui,non,oui,marié,urbain,non,Normal,oui,جيد
123,15,F,oui,Non,non,oui,oui,interne,primaire,non,médecin,médecin,oui,oui,3000-6000 MAD,oui,autre,2,5.54,10.59,15.58,16.57,18.0,7.99,Privé,urbain,10,oui,oui,oui,oui,célibataire,urbain,non,Kinesthésique,partiellement,جيد
124,17,M,non,Non,non,oui,oui,externe,universitaire,primaire,autre,ouvrier,oui,oui,3000-6000 MAD,oui,scientifique,0,7.63,16.69,11.16,7.81,9.44,13.92,Public,rural,2,oui,oui,non,non,célibataire,rural,non,Normal,partiellement,انقطعت
125,16,F,non,psychique,oui,non,non,externe,non,non,enseignante,enseignant,oui,oui,3000-6000 MAD,oui,autre,3,4.33,11.17,5.57,7.88,15.46,13.15,Privé,rural,10,oui,oui,oui,non,marié,rural,non,Normal,oui,انقطعت
126,9,M,oui,psychique,oui,non,non,externe,universitaire,primaire,médecin,médecin,oui,oui,3000-6000 MAD,oui,scientifique,3,6.28,9.1,8.47,9.04,11.42,11.35,Public,urbain,4,oui,oui,oui,oui,célibataire,urbain,oui,Normal,non,جيد
127,14,M,non,psychique,non,non,non,interne,primaire,primaire,médecin,ouvrier,non,oui,> 6000 MAD,non,littéraire,3,4.45,18.0,15.45,14.02,14.3,7.26,Public,urbain,2,oui,oui,oui,oui,célibataire,urbain,non,Normal,partiellement,انقطعت
128,10,F,oui,physique,oui,oui,oui,externe,non,non,autre,enseignant,oui,non,> 6000 MAD,oui,littéraire,3,7.14,18.0,16.26,17.43,9.49,18.0,Privé,rural,1,oui,oui,non,oui,marié,rural,non,Normal,non,مثعثر دراسيا
129,13,M,non,Non,non,non,non,externe,non,secondaire,médecin,médecin,oui,non,< 3000 MAD,non,scientifique,1,8.0,13.09,8.76,9.81,11.14,12.98,Public,urbain,4,oui,oui,oui,oui,marié,urbain,oui,Kinesthésique,non,انقطعت
130,11,M,oui,physique,oui,non,oui,interne,universitaire,non,autre,autre,oui,non,< 3000 MAD,non,scientifique,2,4.12,13.26,12.46,5.7,10.42,7.8,Public,rural,8,oui,oui,non,oui,célibataire,rural,non,Auditif,partiellement,جيد
131,9,M,non,psychique,oui,oui,oui,externe,secondaire,primaire,autre,autre,oui,non,< 3000 MAD,non,autre,0,5.55,7.82,17.49,14.89,4.68,10.28,Public,rural,8,oui,oui,oui,non,célibataire,rural,non,Kinesthésique,non,جيد
132,12,F,oui,psychique,non,oui,oui,interne,universitaire,universitaire,médecin,ouvrier,non,non,> 6000 MAD,oui,autre,2,3.3,16.92,5.26,16.93,15.53,10.84,Public,urbain,8,oui,oui,non,non,marié,urbain,non,Kinesthésique,oui,انقطعت
133,16,M,non,physique,oui,oui,non,interne,non,primaire,ménagère,enseignant,non,oui,< 3000 MAD,oui,littéraire,3,6.43,9.43,11.05,10.47,9.28,9.38,Privé,rural,2,oui,oui,non,non,célibataire,rural,non,Visuel,oui,مثعثر دراسيا
134,12,M,non,Non,non,oui,non,externe,universitaire,primaire,autre,médecin,oui,non,< 3000 MAD,oui,scientifique,3,3.14,16.02,7.16,16.18,7.67,12.88,Public,rural,8,oui,oui,non,oui,marié,rural,non,Normal,partiellement,جيد
135,10,M,oui,Non,oui,oui,oui,externe,secondaire,universitaire,ménagère,autre,non,oui,< 3000 MAD,non,scientifique,2,7.3,10.21,4.37,6.37,5.91,8.43,Public,rural,8,oui,oui,oui,oui,marié,rural,oui,Auditif,non,مثعثر دراسيا
136,17,F,oui,psychique,oui,oui,oui,interne,secondaire,primaire,enseignante,ouvrier,oui,non,> 6000 MAD,oui,autre,2,7.36,9.92,14.83,12.88,16.48,14.0,Public,urbain,6,oui,oui,oui,oui,marié,urbain,oui,Visuel,oui,جيد
137,12,F,oui,physique,oui,oui,oui,interne,non,primaire,médecin,médecin,non,oui,< 3000 MAD,oui,scientifique,2,5.6,9.71,8.84,6.43,6.66,6.13,Public,urbain,6,oui,oui,oui,non,marié,urbain,non,Auditif,non,جيد
138,16,M,oui,Non,non,oui,oui,interne,secondaire,secondaire,enseignante,ouvrier,oui,non,< 3000 MAD,oui,scientifique,1,6.39,8.89,15.78,8.96,14.16,7.76,Public,rural,6,oui,oui,non,non,célibataire,rural,oui,Auditif,oui,جيد
139,18,M,non,psychique,oui,non,non,interne,primaire,secondaire,autre,ouvrier,oui,oui,3000-6000 MAD,oui,scientifique,1,3.73,11.5,17.2,13.59,17.97,8.17,Public,urbain,9,oui,oui,oui,oui,célibataire,urbain,oui,Auditif,non,انقطعت
140,18,M,non,Non,oui,oui,oui,externe,secondaire,secondaire,médecin,autre,non,non,3000-6000 MAD,oui,scientifique,2,7.28,14.02,9.78,16.36,9.59,15.64,Privé,urbain,6,oui,oui,non,non,marié,urbain,oui,Kinesthésique,partiellement,انقطعت
141,15,M,oui,physique,non,non,non,externe,universitaire,secondaire,médecin,autre,oui,oui,< 3000 MAD,oui,scientifique,0,6.66,8.43,14.37,16.99,12.58,5.95,Public,urbain,5,oui,oui,oui,oui,marié,urbain,non,Normal,partiellement,انقطعت
142,6,F,oui,physique,non,non,non,externe,non,universitaire,autre,enseignant,oui,oui,< 3000 MAD,non,scientifique,1,5.64,6.27,17.83,11.02,15.21,13.73,Public,urbain,3,oui,oui,non,oui,marié,urbain,non,Visuel,partiellement,انقطعت
143,9,M,oui,physique,oui,oui,oui,interne,universitaire,primaire,médecin,médecin,oui,oui,< 3000 MAD,oui,autre,3,5.05,14.61,14.21,15.68,12.31,6.64,Public,urbain,2,oui,oui,oui,non,célibataire,urbain,non,Auditif,non,مثعثر دراسيا
144,11,M,non,psychique,non,oui,non,externe,universitaire,secondaire,médecin,autre,oui,non,3000-6000 MAD,oui,littéraire,3,7.45,9.97,18.0,15.76,15.24,8.64,Privé,urbain,4,oui,oui,non,non,marié,urbain,non,Visuel,non,جيد
145,11,F,non,Non,oui,oui,non,interne,primaire,primaire,ménagère,autre,non,non,3000-6000 MAD,oui,autre,3,6.03,10.37,18.0,13.99,7.86,11.4,Public,urbain,1,oui,oui,non,non,marié,urbain,oui,Normal,oui,مثعثر دراسيا
146,12,M,oui,psychique,oui,oui,oui,interne,universitaire,secondaire,ménagère,autre,non,non,3000-6000 MAD,non,littéraire,0,4.01,13.88,9.27,17.18,9.62,16.55,Public,urbain,2,oui,oui,non,oui,marié,urbain,oui,Auditif,non,انقطعت
147,10,F,non,Non,non,oui,non,interne,primaire,non,ménagère,enseignant,non,non,> 6000 MAD,oui,scientifique,2,7.5,10.07,7.39,15.17,10.26,10.54,Privé,rural,5,oui,oui,oui,oui,marié,rural,oui,Visuel,oui,جيد
148,12,M,non,physique,oui,non,oui,externe,secondaire,secondaire,ménagère,ouvrier,non,oui,3000-6000 MAD,oui,littéraire,0,4.14,9.49,14.95,11.7,16.46,5.8,Public,rural,8,oui,oui,non,oui,marié,rural,non,Visuel,oui,جيد
149,13,F,oui,Non,oui,non,oui,externe,secondaire,non,ménagère,médecin,non,oui,< 3000 MAD,oui,autre,1,7.34,12.24,15.02,14.77,7.54,5.92,Public,urbain,8,oui,oui,non,oui,marié,urbain,oui,Visuel,non,مثعثر دراسيا
150,17,F,non,Non,oui,oui,oui,interne,universitaire,primaire,ménagère,enseignant,oui,non,3000-6000 MAD,oui,littéraire,0,7.26,11.51,7.86,15.97,14.43,6.1,Public,rural,9,oui,oui,non,oui,marié,rural,non,Visuel,non,مثعثر دراسيا
151,9,M,oui,Non,non,non,oui,externe,primaire,secondaire,ménagère,médecin,non,oui,> 6000 MAD,oui,autre,1,7.6,10.16,17.08,15.43,17.69,6.96,Privé,rural,1,oui,oui,non,non,marié,rural,oui,Kinesthésique,oui,جيد
152,13,M,non,psychique,non,oui,oui,externe,non,universitaire,médecin,médecin,oui,non,< 3000 MAD,non,autre,2,7.09,15.26,11.75,8.6,14.74,13.23,Public,rural,4,oui,oui,non,non,célibataire,rural,non,Visuel,non,مثعثر دراسيا
153,8,M,oui,psychique,non,oui,non,interne,secondaire,non,autre,médecin,non,non,> 6000 MAD,non,autre,2,5.77,11.04,6.22,9.13,14.29,17.99,Public,urbain,5,oui,oui,non,oui,célibataire,urbain,non,Normal,partiellement,انقطعت
154,18,M,oui,Non,oui,oui,non,externe,primaire,non,autre,enseignant,non,non,> 6000 MAD,oui,scientifique,0,8.0,15.06,15.46,7.98,6.26,16.27,Privé,urbain,2,oui,oui,oui,non,célibataire,urbain,non,Visuel,non,انقطعت
155,8,M,oui,psychique,oui,non,oui,interne,non,secondaire,ménagère,ouvrier,non,non,3000-6000 MAD,non,littéraire,1,6.43,9.26,9.58,11.66,6.43,7.41,Privé,rural,5,oui,oui,oui,oui,marié,rural,oui,Normal,partiellement,مثعثر دراسيا
156,8,M,oui,psychique,non,non,oui,interne,primaire,non,autre,médecin,oui,oui,> 6000 MAD,oui,littéraire,0,6.8,6.62,9.92,7.06,15.05,14.27,Privé,urbain,4,oui,oui,oui,oui,célibataire,urbain,non,Visuel,partiellement,انقطعت
157,10,M,oui,physique,non,oui,non,externe,universitaire,non,ménagère,autre,oui,oui,< 3000 MAD,oui,autre,2,5.33,8.46,18.0,16.48,6.11,5.68,Privé,rural,5,oui,oui,non,non,célibataire,rural,non,Visuel,oui,جيد
158,16,F,non,physique,non,non,non,interne,secondaire,universitaire,ménagère,ouvrier,oui,oui,> 6000 MAD,oui,autre,0,3.96,12.51,6.61,9.36,14.18,18.0,Privé,urbain,1,oui,oui,oui,oui,célibataire,urbain,oui,Visuel,oui,جيد
159,17,M,non,physique,non,oui,non,interne,universitaire,universitaire,enseignante,médecin,oui,oui,< 3000 MAD,non,autre,2,4.48,9.35,13.83,8.95,14.77,6.69,Public,rural,5,oui,oui,oui,non,célibataire,rural,non,Visuel,oui,انقطعت
160,7,F,oui,physique,non,non,non,interne,secondaire,secondaire,autre,médecin,oui,oui,< 3000 MAD,oui,littéraire,1,4.07,8.17,9.93,14.27,12.36,16.16,Privé,urbain,1,oui,oui,non,non,marié,urbain,non,Auditif,non,مثعثر دراسيا
161,12,F,non,physique,oui,non,oui,externe,non,universitaire,autre,enseignant,non,non,> 6000 MAD,oui,autre,3,4.86,12.8,14.66,18.0,11.43,12.88,Privé,urbain,5,oui,oui,oui,non,marié,urbain,oui,Kinesthésique,oui,جيد
162,10,F,oui,Non,oui,oui,non,externe,universitaire,non,médecin,ouvrier,oui,non,< 3000 MAD,oui,autre,0,6.57,6.17,6.78,12.49,7.97,8.91,Public,rural,5,oui,oui,non,oui,marié,rural,oui,Visuel,oui,مثعثر دراسيا
163,18,M,non,physique,non,oui,oui,externe,non,non,autre,enseignant,oui,oui,3000-6000 MAD,non,scientifique,2,5.89,17.66,14.49,13.43,10.77,7.32,Privé,rural,5,oui,oui,non,oui,marié,rural,oui,Kinesthésique,oui,انقطعت
164,11,F,non,Non,non,non,non,externe,primaire,primaire,autre,ouvrier,oui,non,> 6000 MAD,oui,littéraire,2,5.99,6.03,12.43,15.62,11.74,17.31,Privé,urbain,4,oui,oui,oui,oui,marié,urbain,oui,Normal,oui,مثعثر دراسيا
165,13,M,non,Non,oui,oui,oui,interne,universitaire,primaire,ménagère,ouvrier,non,oui,> 6000 MAD,oui,littéraire,3,7.25,14.85,9.72,14.0,15.2,7.53,Public,rural,10,oui,oui,non,oui,marié,rural,non,Auditif,partiellement,جيد
166,7,F,non,physique,non,oui,oui,interne,non,universitaire,ménagère,autre,oui,non,3000-6000 MAD,non,littéraire,3,4.6,9.47,17.56,16.64,7.1,16.91,Public,urbain,3,oui,oui,non,oui,marié,urbain,oui,Visuel,oui,جيد
167,14,F,oui,physique,oui,oui,oui,interne,universitaire,primaire,autre,enseignant,oui,non,> 6000 MAD,non,littéraire,0,5.56,13.74,17.62,6.63,11.24,6.35,Privé,urbain,2,oui,oui,non,oui,marié,urbain,oui,Normal,non,انقطعت
168,17,F,non,psychique,oui,oui,non,externe,secondaire,primaire,médecin,enseignant,oui,non,< 3000 MAD,non,scientifique,2,7.07,7.82,5.21,9.13,8.61,16.99,Privé,rural,1,oui,oui,non,non,célibataire,rural,non,Normal,partiellement,جيد
169,18,F,non,Non,oui,oui,oui,interne,non,universitaire,enseignante,ouvrier,oui,non,3000-6000 MAD,non,scientifique,0,4.3,18.0,11.6,10.53,12.44,15.6,Privé,rural,4,oui,oui,oui,oui,célibataire,rural,non,Normal,non,انقطعت
170,8,F,non,physique,oui,non,non,interne,universitaire,primaire,ménagère,médecin,non,oui,3000-6000 MAD,non,autre,1,5.66,13.85,16.84,5.36,14.16,18.0,Privé,rural,3,oui,oui,oui,oui,célibataire,rural,non,Visuel,oui,مثعثر دراسيا
171,13,M,oui,physique,oui,oui,oui,interne,non,universitaire,autre,enseignant,non,non,3000-6000 MAD,oui,autre,2,7.84,9.28,5.32,8.98,8.92,18.0,Public,urbain,5,oui,oui,non,oui,marié,urbain,oui,Auditif,oui,مثعثر دراسيا
172,11,F,oui,psychique,non,non,oui,interne,secondaire,non,autre,médecin,non,non,> 6000 MAD,non,littéraire,0,4.53,4.91,9.8,13.74,6.27,13.93,Public,urbain,2,oui,oui,non,oui,marié,urbain,non,Visuel,non,جيد
173,15,F,non,Non,oui,non,oui,externe,secondaire,universitaire,ménagère,enseignant,non,non,< 3000 MAD,non,autre,1,5.77,5.75,12.16,7.77,8.36,13.18,Public,urbain,4,oui,oui,oui,oui,marié,urbain,oui,Visuel,partiellement,انقطعت
174,11,M,oui,Non,oui,non,non,externe,secondaire,primaire,autre,enseignant,non,non,> 6000 MAD,oui,littéraire,3,7.51,17.95,8.7,10.29,13.53,15.42,Public,urbain,9,oui,oui,oui,non,marié,urbain,oui,Normal,non,انقطعت
175,7,F,non,psychique,oui,non,non,externe,primaire,secondaire,médecin,autre,non,non,3000-6000 MAD,oui,littéraire,2,6.44,7.55,17.89,13.1,9.26,11.99,Privé,urbain,2,oui,oui,oui,non,marié,urbain,oui,Kinesthésique,non,مثعثر دراسيا
176,17,M,oui,psychique,non,oui,oui,externe,non,primaire,médecin,ouvrier,oui,oui,3000-6000 MAD,non,autre,2,4.78,16.79,16.71,13.42,15.19,9.78,Public,urbain,3,oui,oui,oui,oui,marié,urbain,oui,Visuel,non,جيد
177,6,F,oui,Non,non,oui,non,externe,universitaire,primaire,ménagère,médecin,oui,non,> 6000 MAD,non,autre,3,6.13,16.77,6.13,8.06,11.05,7.39,Privé,rural,5,oui,oui,non,oui,marié,rural,non,Auditif,non,انقطعت
178,10,F,oui,psychique,non,oui,non,externe,secondaire,secondaire,enseignante,médecin,oui,oui,3000-6000 MAD,oui,scientifique,1,4.32,11.44,16.3,9.9,18.0,6.19,Privé,rural,9,oui,oui,non,non,célibataire,rural,non,Visuel,non,جيد
179,14,F,oui,psychique,oui,non,non,interne,secondaire,secondaire,autre,enseignant,non,non,< 3000 MAD,oui,autre,3,7.71,17.17,13.33,18.0,14.31,14.96,Privé,rural,6,oui,oui,non,oui,marié,rural,non,Kinesthésique,non,انقطعت
180,12,M,non,Non,oui,oui,non,interne,primaire,universitaire,ménagère,médecin,non,oui,> 6000 MAD,non,littéraire,1,5.17,11.81,13.19,9.14,16.54,11.07,Privé,urbain,5,oui,oui,non,non,marié,urbain,non,Normal,partiellement,انقطعت
181,13,F,oui,Non,non,non,oui,externe,secondaire,secondaire,médecin,ouvrier,oui,oui,3000-6000 MAD,oui,autre,0,8.0,17.55,5.81,10.77,11.29,9.53,Privé,urbain,5,oui,oui,non,oui,célibataire,urbain,non,Visuel,non,جيد
182,10,F,oui,psychique,oui,oui,oui,interne,non,secondaire,médecin,autre,oui,oui,3000-6000 MAD,oui,littéraire,2,5.51,14.89,16.46,12.88,7.47,17.01,Public,rural,3,oui,oui,non,non,marié,rural,oui,Normal,partiellement,جيد
183,9,M,oui,psychique,non,oui,non,externe,secondaire,secondaire,autre,enseignant,non,non,3000-6000 MAD,oui,scientifique,0,5.6,8.92,14.97,16.88,9.51,11.21,Public,urbain,7,oui,oui,oui,oui,célibataire,urbain,oui,Auditif,non,مثعثر دراسيا
184,17,F,oui,physique,non,non,non,interne,non,universitaire,médecin,enseignant,non,non,> 6000 MAD,oui,scientifique,1,4.74,11.9,9.27,6.21,17.34,15.59,Public,rural,8,oui,oui,oui,non,célibataire,rural,oui,Kinesthésique,partiellement,جيد
185,14,F,non,Non,oui,oui,oui,interne,universitaire,non,médecin,enseignant,oui,non,3000-6000 MAD,oui,autre,2,4.65,5.84,16.29,10.25,8.25,12.79,Public,rural,10,oui,oui,non,oui,marié,rural,non,Kinesthésique,partiellement,مثعثر دراسيا
186,6,M,oui,psychique,oui,oui,non,externe,secondaire,secondaire,enseignante,autre,oui,oui,< 3000 MAD,non,autre,2,4.01,10.51,16.78,10.6,11.61,18.0,Privé,rural,5,oui,oui,oui,non,marié,rural,non,Kinesthésique,oui,انقطعت
187,12,F,oui,Non,oui,oui,non,interne,primaire,universitaire,enseignante,enseignant,oui,oui,3000-6000 MAD,non,autre,2,5.51,8.25,6.77,16.56,13.06,18.0,Privé,urbain,3,oui,oui,non,non,marié,urbain,oui,Kinesthésique,oui,جيد
188,14,F,non,Non,oui,non,oui,interne,universitaire,universitaire,ménagère,enseignant,oui,oui,> 6000 MAD,non,autre,0,5.01,15.06,17.13,9.97,9.52,13.73,Public,urbain,7,oui,oui,non,oui,marié,urbain,oui,Normal,partiellement,مثعثر دراسيا
189,10,F,oui,physique,non,oui,oui,externe,universitaire,secondaire,autre,enseignant,non,non,> 6000 MAD,oui,scientifique,3,3.59,5.66,12.88,11.52,7.07,6.43,Public,rural,4,oui,oui,non,non,marié,rural,non,Kinesthésique,partiellement,مثعثر دراسيا
190,18,M,oui,psychique,oui,non,non,externe,secondaire,universitaire,enseignante,médecin,non,non,> 6000 MAD,non,scientifique,0,6.49,8.82,8.64,14.63,15.62,6.92,Privé,rural,8,oui,oui,non,oui,marié,rural,non,Normal,partiellement,مثعثر دراسيا
191,12,M,oui,Non,non,oui,non,externe,non,non,ménagère,médecin,oui,non,3000-6000 MAD,non,autre,1,7.15,9.7,9.86,11.03,12.73,17.58,Privé,rural,9,oui,oui,non,oui,marié,rural,oui,Normal,oui,مثعثر دراسيا
192,14,F,oui,physique,non,non,oui,interne,non,non,médecin,enseignant,non,oui,3000-6000 MAD,oui,autre,0,6.52,5.18,9.81,13.23,14.42,17.54,Public,urbain,8,oui,oui,oui,non,célibataire,urbain,non,Kinesthésique,partiellement,جيد
193,8,M,oui,psychique,non,non,oui,externe,universitaire,non,ménagère,médecin,non,non,3000-6000 MAD,non,scientifique,2,6.27,18.0,6.96,17.33,15.03,9.34,Privé,rural,9,oui,oui,non,non,marié,rural,non,Visuel,oui,انقطعت
194,9,F,non,psychique,oui,oui,oui,externe,non,non,médecin,ouvrier,non,oui,< 3000 MAD,oui,autre,0,6.51,5.49,10.85,15.04,6.7,7.18,Public,rural,3,oui,oui,oui,non,marié,rural,non,Kinesthésique,oui,جيد
195,11,M,non,Non,non,oui,oui,interne,non,universitaire,autre,médecin,non,non,3000-6000 MAD,oui,autre,0,7.58,16.62,13.62,8.84,18.0,9.65,Privé,urbain,3,oui,oui,oui,non,célibataire,urbain,oui,Kinesthésique,non,انقطعت
196,13,F,oui,psychique,oui,non,oui,externe,secondaire,non,ménagère,ouvrier,oui,oui,3000-6000 MAD,non,autre,2,8.0,16.12,15.59,11.88,6.33,8.54,Privé,rural,4,oui,oui,non,oui,célibataire,rural,oui,Auditif,oui,مثعثر دراسيا
